course_id,name,description,visits,created_at,learning_notes,publish_time
54,JAVA从小白到大牛,"本教程为Java从小白到大牛的课程，Java语言已经成为当前软件开发行业中主流的开发语言。本教程前期将介绍Java环境搭建、工具使用、基础语法。中期以及后期将带领大家学习进阶以及高级部分的知识，循序渐进，从易到难，带你完成真实的企业级项目，还会讲到Java大牛必备的知识。本课程会一直更新迭代，不断的修改，成为全网最优质的Java课程,我们的课程是可以更新迭代的，我们保证课程永不过时！
怎么样，要一起吗？",257403,2018-03-05 08:20:36,"**本路径适合所有零基础的小伙伴**
",2018-04-03 15:21:16
57,C语言练习册,"C语言是一门通用计算机编程语言，应用广泛。C语言的设计目标是提供一种能以简易的方式编译、处理低级存储器、产生少量的机器码以及不需要任何运行环境支持便能运行的编程语言。
C语言是一门面向过程的计算机编程语言，与C++，Java等面向对象的编程语言有所不同。
![](/api/attachments/189778)
本实训课程是C语言的练习册，用于同学们在学习C语言过程中对每个节点进行巩固和提升能力。",16302,2018-04-02 17:05:00,本实训课程适用于有基础的同学和“零基础”的同学，对同学们的计算机和编程基础没有特殊要求。,2018-04-09 14:30:00
60,C++实训练习册,"该路径为C++实训练习手册，对应C++各个章节的实战练习，汇集了C++开发从基础知识到应用各个层面的大量实训，每个实训按照，任务说明、相关知识、编程要求、测试说明的顺序，帮助你更好的完成实训。
本路径覆盖了C++学习过程中大部分的练习题，从基础练习开始循序渐进，层层深入，帮助你巩固知识，锻炼逻辑思维，提升编程能力。",38781,2018-04-04 15:25:06,本路径既适合C++程序员参考和巩固，也适合C++初学者，如高校学生、软件开发培训学员及相关求职人员学习和练习。,2018-04-09 14:28:15
61,Linux高级编程进阶,"Linux 高级编程进阶是嵌入式软件开发和后端开发的一种必备技能。里面涵盖了文件编程、高级 I/O 编程、串口编程、进程、信号等章节。

对于嵌入式软件工程师，这些知识点都是必须全部掌握的。只有这样，才能设计出更加合理、高效的软件。

对于后端开发，需要对 Linux 网络编程、高级 I/O 操作等有非常高的理解和应用能力。

本实训系列的目的就是为了加深学员从基本的 Linux 编程应用到高级编程之路的蜕变。对 Linux 高级编程有更加广阔的知识覆盖面、更加专业的应用能力。",3389,2018-04-17 09:44:15,本实训第一阶段课程适用于对 Linux 系统和 C 语言编程有一定了解的学员；开始第二阶段课程的学习时，需要对文件的编译有一定的了解。,2018-04-17 10:25:07
64,Hadoop大数据基础,这个实训路径会带着你从零基础到全面掌握`Hadoop`开发的核心技能：`HDFS` 、`YARN`、`MapReduce`的搭建及框架的应用，了解最火爆最前沿的大数据技术发展趋势，快速入门大数据。,12344,2018-04-24 21:50:32,本课程适合有一定`Java`基础和`Linux`操作系统使用基础的学员学习。,2018-08-03 09:15:45
67,《数字图像处理》课程实训,数字图像处理作为当前信息技术的核心科学之一，在科学技术、国民经济的各个领域以及人们的工作和生活中，发挥越来越重要的作用。开设《数字图像处理》课程的目的是，使用户了解和掌握数字图像处理的基本内容，初步具备数字图像处理算法的设计和实现能力，为今后从事图像信息处理工作奠定坚实的理论基础，并为深入研究图像处理做必要的准备。,3466,2018-05-14 11:35:20,具体须知待定。,2018-05-27 16:25:54
68,复杂网络,"在网络理论的研究中，复杂网络是由**数量巨大**的节点和节点之间错综复杂的**关系**共同构成的**网络结构**。用数学的语言来说，**就是一个有着足够复杂拓扑结构特征的图**。

无论在社会科学、生命科学还是信息科学中，都存在着上述这类拓扑结构特征十分复杂的网络结构，这种网络结构的形式既不是完全规则，也不是完全随机，例如在度分布中出现**“长尾现象”、高集聚系数、边与边之间的相称性或非相称性，社团结构与分级结构（`hierarchy structure`）**等等。在有向图网络中，还会出现相互性，三角显著性等其它方面的特征。然而，在复杂网络的相关研究问世之前，传统的网络模型并不具备这样的特性，随着复杂网络研究的不断深化与细化，各种具有其他特性的复杂网络模型也开始逐步受到关注[1]。

<div style=""align: center"">
<img src=""/api/attachments/198549"" style=""display: block;height: auto;width: 70%;margin :0 auto;""/>
</div>

正是因为复杂网络具有简单网络所不具备的特性，而这些特性往往出现在真实世界的网络结构中，所以复杂网络的研究已成为现今科学研究中的一个热点，与现实中各类高复杂性系统的研究有着密切关系[2]。在这一系列实训中，我将带领大家从最基本的网络类型入手，为大家由浅入深地讲解复杂网络的各类属性指标与分析工具。（PS：悄悄说一句，由于复杂网络还属于热点研究，世面上虽有相关书籍面世，但是手把手教你实现相关程序设计的只此一家，你懂的！）



[1] Abraham, Ajith, Aboul-Ella Hassanien, and Vaclav Snášel, eds. Computational social network analysis: Trends, tools and research advances. Springer Science & Business Media, 2009.
[2] 汪小帆, 李翔, 陈关荣. 复杂网络理论及其应用. 清华大学出版社有限公司, 2006.",1228,2018-05-14 18:25:37,本系列实训将从复杂网络的基础讲起，浅入深出，所谓工欲善其事必先利其器，在前期的实训中我将主要为大家夯实与复杂网络密切相关的 Matlab 基本程序设计与操作，无论你是想提高自己的编程实力，还是想学习复杂网络来获得研究上的灵感，我都衷心希望你能在完成我设置的一系列实训后得到你想要的，与诸君共勉！,2018-09-09 08:56:13
69,算法竞赛入门,算法在计算机领域有着十分重要的地位，不仅具有深远的理论意义，而且解决了许多实际的问题，提高了程序执行效率。由此催生了一系列以算法为核心的竞赛，意在丰富和创造运用计算机解决实际问题的能力。随着各类算法竞赛的快速发展，规模也逐步扩大，受到了全世界范围内各高校、互联网公司和相关单位的认可和重视。,2257,2018-06-05 15:15:40,本实训面向C/C++程序语言设计和算法设计基础制作，包含数学、数据结构、计算机几何、图论基础算法、搜索、动态规划等。学员完成后将具有独立分析思考问题以及使用计算机程序语言设计算法解决实际问题的能力。,2018-07-20 14:50:08
71,ZooKeeper理解及应用基础,"ZooKeeper是一个分布式的，开放源码的分布式应用程序协调服务，是Hadoop和Hbase的重要组件，在大数据领域得到了广泛的应用。它是集群的管理者，监视着集群中各个节点的状态根据节点提交的反馈进行下一步合理操作，为分布式应用提供一致性服务的软件，提供的功能包括：配置维护、域名服务、分布式同步、组服务等。

ZooKeeper的目标就是封装好复杂易出错的关键服务，将简单易用的接口和性能高效、功能稳定的系统提供给用户。

ZooKeeper的基本运转流程：
- 选举Leader。
- 同步数据。
- 选举Leader过程中算法有很多，但要达到的选举标准是一致的。
- Leader要具有最高的执行ID，类似root权限。
- 集群中大多数的机器得到响应并接受选出的Leader。",600,2018-06-17 09:13:17,本路径主要包含ZooKeeper的Sever、Client的基本操作，Client的主要操作和命令的使用，基于ZooKeeper的API编程，以及ZooKeeper应用实例。,2018-10-22 11:07:53
72,数据结构与算法分析 - C/C++,"数据结构是计算机存储、组织数据的方式。数据结构是指相互之间存在一种或多种特定关系的数据元素的集合。通常情况下，精心选择的数据结构可以带来更高的运行或者存储效率。数据结构往往同高效的检索算法和索引技术有关。

",7540,2018-06-19 16:53:00,本实训路径包含栈、队列、二叉树、树结构索引查找以及排序算法。,2018-06-19 16:57:00
73,R语言与数据分析实战,"`R`编程语言对于数据科学家来说是一个非常有用的工具。

行业中的大多数生产代码都是用您可能已经知道的语言编写的，例如`C ++`和`Java`。

但是使用这些语言进行数据分析和可视化通常不是非常有效。

而`R`是由统计学家发明，专门针对数据分析和可视化效果而生。

怎么样，是不是着急想试试看看是不是真的有这么神奇！

我们将首先简要描述`R`与其他语言的区别，然后描述其基本语法。

随着课程的进展，我们将学习该语言的其他功能，直到最后你将能够编写合理有效的`R`程序。




<p align=""center"" >
<img  style=""border: 2px solid #ddd;padding: 5px; background: #fff;"" src=""/api/attachments/192977"" alt=""""  height=""60%"" width=""60%""  />
</p>",2580,2018-06-21 17:04:20,"本套课程是一部`R`的指南，高度概括了该软件及其强大的功能，全程围绕实际应用展开，我们将带领大家利用`Rstudio`掌握数据的**收集、总结、转换、探索、建模以及可视化**。你将会在以下**三个方面**有长足的进步：能用各种技术实现数据的可视化，还能解决各种难度的数据分析问题；学会理解数据并能够与他人交流这种对于数据的理解；会对`R`的原理和基本功能有深入的了解，并知道从什么地方学习更多的相关知识。


每一个要处理数据的相关人员都应该学习本套课程，**你们不需要任何统计编程或R语言知识背景**。`R`语言新手完全能`hold`住本套课程，而有经验的`R`老手也能在本套课程发现很多实用的新内容。当然，后续的一些实训会需要大家掌握基本的统计学原理，不过，我将尽可能让每一次实训都迎合数据分析新手和专业人士的需求，**让所有学习者都从中受益**。",2018-06-22 15:06:40
